age,balance,housing,contact,day,duration,campaign,previous,poutcome,response,balance_housing
38,48,0,unknown,19,0.72,3,0,unknown,no,0
41,876,0,unknown,19,1.3,1,0,unknown,no,0
46,148,0,unknown,19,2.77,1,0,unknown,no,0
47,759,1,unknown,19,0.5,2,0,unknown,no,759
36,4011,0,unknown,19,0.17,16,0,unknown,no,0
36,1923,0,unknown,19,3.65,1,0,unknown,no,0
48,-110,0,unknown,19,2.73,2,0,unknown,no,0
52,98,0,unknown,19,2.47,1,0,unknown,no,0
37,313,1,unknown,19,0.18,7,0,unknown,no,313
36,-453,1,unknown,19,2.17,1,0,unknown,no,-453
51,-267,0,unknown,19,3.47,2,0,unknown,no,0
59,1071,0,unknown,19,2.33,1,0,unknown,no,0
41,6025,0,unknown,19,9.32,1,0,unknown,no,0
57,2020,0,unknown,19,1.55,4,0,unknown,no,0
46,626,1,unknown,19,2.95,2,0,unknown,no,626
42,241,1,unknown,19,6.75,2,0,unknown,no,241
45,-52,1,unknown,19,3.37,1,0,unknown,no,-52
39,1986,0,unknown,19,6.12,1,0,unknown,no,0
55,202,0,unknown,19,1,1,0,unknown,no,0
36,472,1,unknown,19,16.95,1,0,unknown,no,472
43,1937,0,unknown,19,6.42,1,0,unknown,no,0
48,3062,0,unknown,19,3.95,5,0,unknown,no,0
53,76,1,unknown,19,3.95,2,0,unknown,no,76
28,593,1,unknown,19,3.37,1,0,unknown,no,593
28,182,1,unknown,19,2.55,1,0,unknown,no,182
25,722,1,unknown,19,2.87,1,0,unknown,no,722
38,2674,1,unknown,19,2.72,2,0,unknown,no,2674
51,2843,1,unknown,19,1.62,2,0,unknown,no,2843
28,2340,1,unknown,19,6.65,1,0,unknown,no,2340
26,-157,1,unknown,19,1,1,0,unknown,no,-157
26,1028,1,unknown,19,7.18,1,0,unknown,no,1028
54,52,0,unknown,19,3.07,3,0,unknown,no,0
29,7836,1,unknown,19,2.58,1,0,unknown,no,7836
52,-309,1,unknown,19,8.33,2,0,unknown,yes,-309
50,3374,0,unknown,19,0.45,2,0,unknown,no,0
44,168,0,unknown,19,2.78,2,0,unknown,no,0
37,121,0,unknown,19,1.48,2,0,unknown,no,0
39,2453,0,unknown,19,1.53,2,0,unknown,no,0
28,940,1,unknown,19,4.93,1,0,unknown,no,940
29,613,1,unknown,19,12.98,1,0,unknown,no,613
47,0,0,unknown,19,9.38,2,0,unknown,no,0
38,1403,0,unknown,19,2.43,2,0,unknown,no,0
35,250,0,unknown,19,1.53,2,0,unknown,no,0
40,-108,1,unknown,19,2.48,3,0,unknown,no,-108
48,7,0,unknown,19,5.9,7,0,unknown,no,0
47,4923,0,unknown,19,2.02,3,0,unknown,no,0
40,20,1,unknown,19,1.77,2,0,unknown,no,20
41,5736,1,unknown,19,2.27,2,0,unknown,no,5736
26,-859,1,unknown,19,4.95,1,0,unknown,no,-859
25,1782,1,unknown,19,9.15,1,0,unknown,no,1782
28,1331,1,unknown,19,4.45,2,0,unknown,no,1331
35,2228,0,unknown,19,7.68,2,0,unknown,no,0
38,435,0,unknown,19,1.95,2,0,unknown,no,0
29,732,1,unknown,19,6.82,1,0,unknown,no,732
23,299,1,unknown,19,1.73,1,0,unknown,no,299
55,136,1,unknown,19,0.25,10,0,unknown,no,136
61,50,0,unknown,19,3.6,2,0,unknown,no,0
29,0,1,unknown,19,3.52,1,0,unknown,no,0
36,2022,0,unknown,19,1.18,2,0,unknown,no,0
48,237,1,unknown,19,0.3,18,0,unknown,no,237
42,625,0,unknown,19,10.85,3,0,unknown,yes,0
45,377,1,unknown,19,13.92,3,0,unknown,yes,377
41,246,0,unknown,19,11.38,3,0,unknown,yes,0
45,870,0,unknown,19,4.3,2,0,unknown,no,0
43,682,0,unknown,19,2.6,6,0,unknown,no,0
27,61,1,unknown,19,16.87,1,0,unknown,yes,61
45,-198,1,unknown,19,2.17,25,0,unknown,no,-198
44,148,0,unknown,19,5.18,2,0,unknown,no,0
42,923,1,unknown,19,2.15,2,0,unknown,no,923
47,176,0,unknown,19,1.52,2,0,unknown,no,0
37,5700,0,unknown,19,0.82,2,0,unknown,no,0
39,1473,1,unknown,19,1.87,4,0,unknown,no,1473
45,3388,0,unknown,19,0.6,7,0,unknown,no,0
39,1046,0,unknown,19,1.87,4,0,unknown,no,0
25,-191,1,unknown,19,15.97,7,0,unknown,yes,-191
38,1686,1,unknown,19,0.15,28,0,unknown,no,1686
34,6053,1,unknown,19,0.43,5,0,unknown,no,6053
41,2184,0,unknown,19,1.52,2,0,unknown,no,0
57,789,0,unknown,19,43.92,3,0,unknown,no,0
49,1115,0,unknown,19,2.3,9,0,unknown,no,0
46,341,0,unknown,19,5.3,2,0,unknown,no,0
49,226,1,unknown,19,5.43,5,0,unknown,no,226
58,2445,0,unknown,19,23.38,3,0,unknown,no,0
50,0,0,unknown,20,2.98,2,0,unknown,no,0
43,6835,0,unknown,20,4.37,2,0,unknown,no,0
41,4178,0,unknown,20,2.8,2,0,unknown,no,0
37,1818,1,unknown,20,3.22,11,0,unknown,no,1818
53,208,0,unknown,20,5.55,15,0,unknown,no,0
45,0,1,unknown,20,0.83,2,0,unknown,no,0
43,-19,0,unknown,20,4.02,2,0,unknown,no,0
37,2685,0,unknown,20,3.12,2,0,unknown,no,0
56,1062,0,unknown,20,0.62,2,0,unknown,no,0
50,17,0,unknown,20,3.15,2,0,unknown,no,0
59,602,0,unknown,20,1.48,3,0,unknown,no,0
53,0,0,unknown,20,1.68,2,0,unknown,no,0
36,408,0,unknown,20,1.87,3,0,unknown,no,0
36,2562,0,unknown,20,8.15,2,0,unknown,no,0
41,143,0,unknown,20,2.35,4,0,unknown,no,0
56,-1968,0,unknown,20,1,3,0,unknown,no,0
39,610,0,unknown,20,4.02,2,0,unknown,no,0
50,89,0,unknown,20,0.58,2,0,unknown,no,0
50,-141,1,unknown,20,1.02,2,0,unknown,no,-141
50,29,0,unknown,20,2.25,5,0,unknown,no,0
38,3054,0,unknown,20,0.4,11,0,unknown,no,0
46,4064,0,unknown,20,1.03,4,0,unknown,no,0
57,887,0,unknown,20,0.72,8,0,unknown,no,0
57,570,0,unknown,20,1.25,2,0,unknown,no,0
52,5614,1,unknown,20,2.95,3,0,unknown,no,5614
49,912,0,unknown,20,2.83,2,0,unknown,no,0
57,2266,0,unknown,20,0.7,5,0,unknown,no,0
35,2830,0,unknown,20,0.37,12,0,unknown,no,0
50,480,1,unknown,20,1.65,5,0,unknown,no,480
56,438,0,unknown,20,2.32,2,0,unknown,no,0
54,-51,0,unknown,20,3.3,10,0,unknown,no,0
39,4899,0,unknown,20,6.57,2,0,unknown,no,0
60,2868,0,unknown,20,0.7,7,0,unknown,no,0
28,103,1,unknown,20,0.68,28,0,unknown,no,103
45,360,0,unknown,20,1.63,2,0,unknown,no,0
52,1624,0,unknown,20,1.9,3,0,unknown,no,0
56,52,0,unknown,20,3.18,3,0,unknown,no,0
37,2209,0,unknown,20,2.78,2,0,unknown,no,0
30,34,1,unknown,20,3.97,3,0,unknown,no,34
41,1273,0,unknown,20,1.22,3,0,unknown,no,0
51,37,0,unknown,20,3.43,2,0,unknown,no,0
59,6955,0,unknown,20,2.98,10,0,unknown,no,0
39,490,0,unknown,20,0.73,3,0,unknown,no,0
56,1860,1,unknown,20,2.15,5,0,unknown,no,1860
41,3135,1,unknown,20,2.67,3,0,unknown,no,3135
50,67,0,unknown,20,2.6,3,0,unknown,no,0
57,0,1,unknown,20,8.53,2,0,unknown,no,0
36,1173,1,unknown,20,0.83,5,0,unknown,no,1173
38,2978,0,unknown,20,1.08,2,0,unknown,no,0
32,1873,1,unknown,20,0.38,24,0,unknown,no,1873
58,4015,0,unknown,20,1.77,3,0,unknown,no,0
38,746,0,unknown,20,4.27,3,0,unknown,no,0
48,7,0,unknown,20,10.55,2,0,unknown,no,0
42,1002,0,unknown,20,1.82,3,0,unknown,no,0
56,337,1,unknown,20,1.65,2,0,unknown,no,337
40,746,0,unknown,20,4.1,3,0,unknown,no,0
56,770,1,unknown,20,0.98,3,0,unknown,no,770
60,662,0,unknown,20,4.02,4,0,unknown,no,0
36,1736,1,unknown,20,1.05,1,0,unknown,no,1736
37,847,0,unknown,20,0.9,1,0,unknown,no,0
46,3494,1,unknown,20,1.45,1,0,unknown,no,3494
59,-162,1,unknown,20,2.03,1,0,unknown,no,-162
43,519,0,unknown,20,16.22,2,0,unknown,yes,0
46,4,0,unknown,20,2.77,1,0,unknown,no,0
39,0,0,unknown,20,6.25,1,0,unknown,no,0
56,3,0,unknown,20,1.85,1,0,unknown,no,0
43,1794,1,unknown,20,0.58,1,0,unknown,no,1794
51,806,0,unknown,20,0.53,1,0,unknown,no,0
46,0,0,unknown,20,10.42,1,0,unknown,no,0
55,0,1,unknown,20,2.07,1,0,unknown,no,0
58,683,0,unknown,20,2.62,2,0,unknown,no,0
60,1690,0,unknown,20,24.45,4,0,unknown,yes,0
53,2057,1,unknown,20,2.23,1,0,unknown,no,2057
53,472,1,unknown,20,5.42,1,0,unknown,no,472
38,15477,0,unknown,20,1.9,2,0,unknown,no,0
48,5320,1,unknown,20,13.2,1,0,unknown,yes,5320
50,261,0,unknown,20,2.58,1,0,unknown,no,0
35,250,0,unknown,20,2.83,1,0,unknown,no,0
45,1006,0,unknown,20,2.07,1,0,unknown,no,0
38,0,1,unknown,20,1.85,1,0,unknown,no,0
49,443,0,unknown,20,0.42,11,0,unknown,no,0
35,1465,0,unknown,20,0.67,1,0,unknown,no,0
57,1054,0,unknown,20,0.42,3,0,unknown,no,0
47,194,0,unknown,20,6.13,2,0,unknown,no,0
40,2135,1,unknown,20,1.58,1,0,unknown,no,2135
44,522,0,unknown,20,15.18,1,0,unknown,yes,0
53,1777,1,unknown,20,4.22,1,0,unknown,no,1777
59,279,0,unknown,20,0.68,1,0,unknown,no,0
55,0,0,unknown,20,6.63,2,0,unknown,no,0
56,4365,0,unknown,20,6.02,1,0,unknown,no,0
45,550,0,unknown,20,1.62,1,0,unknown,no,0
31,224,1,unknown,20,0.33,19,0,unknown,no,224
49,1119,1,unknown,20,8.22,1,0,unknown,no,1119
42,297,0,unknown,20,1.08,1,0,unknown,no,0
45,4994,0,unknown,20,0.8,1,0,unknown,no,0
26,-46,1,unknown,20,6.37,7,0,unknown,yes,-46
40,224,0,unknown,20,10.1,1,0,unknown,no,0
46,457,1,unknown,20,1.23,1,0,unknown,no,457
52,1697,0,unknown,20,2.55,1,0,unknown,no,0
52,2269,0,unknown,20,20.17,1,0,unknown,yes,0
50,396,0,unknown,20,11.93,2,0,unknown,yes,0
42,0,1,unknown,20,2.63,1,0,unknown,no,0
54,2281,1,unknown,20,2.63,1,0,unknown,no,2281
48,0,1,unknown,20,2.32,1,0,unknown,no,0
57,9689,1,unknown,20,5.22,1,0,unknown,no,9689
43,0,0,unknown,20,4.55,1,0,unknown,no,0
44,-1746,1,unknown,20,3.63,1,0,unknown,no,-1746
43,1517,0,unknown,20,0.75,1,0,unknown,no,0
52,1545,0,unknown,20,1.92,4,0,unknown,no,0
43,0,0,unknown,20,4.67,1,0,unknown,no,0
35,165,0,unknown,20,1.82,1,0,unknown,no,0
51,0,0,unknown,20,2.98,3,0,unknown,no,0
42,61,0,unknown,20,1.92,1,0,unknown,no,0
44,-254,0,unknown,20,0.42,1,0,unknown,no,0
56,310,0,unknown,20,1.25,4,0,unknown,no,0
42,3717,0,unknown,20,3.92,1,0,unknown,no,0
38,933,0,unknown,20,1.58,2,0,unknown,no,0
35,347,0,unknown,20,3.85,1,0,unknown,no,0
41,24055,0,unknown,20,2.2,1,0,unknown,no,0
47,1917,0,unknown,20,0.65,2,0,unknown,no,0
44,2886,0,unknown,20,0.52,1,0,unknown,no,0
50,-1137,1,unknown,20,1.07,1,0,unknown,no,-1137
54,386,0,unknown,20,13.97,1,0,unknown,yes,0
38,1604,0,unknown,20,21.27,1,0,unknown,no,0
43,584,0,unknown,20,0.45,1,0,unknown,no,0
39,759,1,unknown,20,1.67,1,0,unknown,no,759
43,1,0,unknown,20,3.13,1,0,unknown,no,0
58,5523,0,unknown,20,2.35,1,0,unknown,no,0
44,0,0,unknown,20,2.4,1,0,unknown,no,0
57,468,1,unknown,20,5.48,1,0,unknown,no,468
57,0,0,unknown,20,0.75,4,0,unknown,no,0
40,5807,1,unknown,20,1.63,1,0,unknown,no,5807
44,179,1,unknown,20,1.25,3,0,unknown,no,179
44,10984,0,unknown,20,4.3,18,0,unknown,no,0
40,109,0,unknown,20,6.7,22,0,unknown,no,0
54,1463,0,unknown,20,1,1,0,unknown,no,0
40,1876,0,unknown,20,4.48,1,0,unknown,no,0
56,0,0,unknown,20,7.03,1,0,unknown,yes,0
37,1038,0,unknown,20,5.12,3,0,unknown,no,0
57,9311,0,unknown,20,8.08,3,0,unknown,no,0
50,0,1,unknown,20,2.9,1,0,unknown,no,0
57,9103,0,unknown,20,18.3,2,0,unknown,yes,0
30,457,1,unknown,20,1.92,20,0,unknown,no,457
43,126,1,unknown,20,5.85,2,0,unknown,no,126
46,0,0,unknown,20,1.03,2,0,unknown,no,0
41,0,0,unknown,20,1.48,1,0,unknown,no,0
43,0,1,unknown,20,1.88,1,0,unknown,no,0
49,923,0,unknown,20,7.85,2,0,unknown,no,0
36,1355,1,unknown,20,4.27,8,0,unknown,no,1355
55,5,0,unknown,20,1.8,1,0,unknown,no,0
41,167,0,unknown,20,0.8,1,0,unknown,no,0
38,1005,0,unknown,20,1.27,12,0,unknown,no,0
35,14,1,unknown,20,0.58,1,0,unknown,no,14
55,1735,0,unknown,20,6.25,2,0,unknown,no,0
47,287,0,unknown,20,1.05,1,0,unknown,no,0
52,0,0,unknown,20,2.77,1,0,unknown,no,0
41,-206,0,unknown,20,5.7,1,0,unknown,no,0
36,0,0,unknown,20,5.53,3,0,unknown,no,0
56,878,0,unknown,20,2.05,3,0,unknown,no,0
53,-223,0,unknown,20,2.67,1,0,unknown,no,0
57,1466,0,unknown,20,5.43,1,0,unknown,no,0
56,3164,0,unknown,20,4.08,3,0,unknown,no,0
44,2400,0,unknown,20,1.37,1,0,unknown,no,0
40,408,1,unknown,20,0.62,4,0,unknown,no,408
41,0,0,unknown,20,1.58,1,0,unknown,no,0
47,2559,0,unknown,20,6.23,1,0,unknown,no,0
36,977,0,unknown,20,2.87,2,0,unknown,no,0
45,0,0,unknown,20,1.23,2,0,unknown,no,0
57,27069,0,unknown,20,2.9,3,0,unknown,no,0
48,3260,0,unknown,20,1.85,3,0,unknown,no,0
56,665,1,unknown,20,1.82,2,0,unknown,no,665
46,296,1,unknown,20,3.42,4,0,unknown,no,296
56,0,0,unknown,20,7.85,2,0,unknown,no,0
27,-48,1,unknown,20,2.8,2,0,unknown,no,-48
38,0,1,unknown,20,3.52,2,0,unknown,no,0
60,0,0,unknown,20,1.75,2,0,unknown,no,0
25,-306,1,unknown,20,8.9,3,0,unknown,no,-306
37,43,1,unknown,20,4.17,3,0,unknown,no,43
41,-771,0,unknown,20,5.72,2,0,unknown,no,0
42,-215,0,unknown,20,26.22,5,0,unknown,yes,0
56,549,0,unknown,20,3.02,2,0,unknown,no,0
47,302,1,unknown,20,1.48,3,0,unknown,no,302
28,-494,1,unknown,20,3.87,2,0,unknown,no,-494
49,557,1,unknown,20,2.1,5,0,unknown,no,557
56,5879,0,unknown,20,3.95,3,0,unknown,no,0
51,3045,0,unknown,20,3.47,2,0,unknown,no,0
60,196,0,unknown,20,9.72,3,0,unknown,no,0
50,1098,0,unknown,20,2.9,3,0,unknown,no,0
36,7123,0,unknown,20,0.43,17,0,unknown,no,0
52,1500,0,unknown,20,1.82,3,0,unknown,no,0
51,1295,0,unknown,20,4.8,2,0,unknown,no,0
43,672,1,unknown,20,0.23,6,0,unknown,no,672
20,-322,1,unknown,20,1.22,4,0,unknown,no,-322
36,44,0,unknown,20,0.18,2,0,unknown,no,0
47,1111,0,unknown,20,6.92,4,0,unknown,no,0
39,470,1,unknown,20,0.73,2,0,unknown,no,470
53,3975,0,unknown,20,0.38,2,0,unknown,no,0
38,348,0,unknown,20,7.43,1,0,unknown,no,0
29,908,1,unknown,20,27.72,1,0,unknown,yes,908
60,4722,0,unknown,20,7.65,3,0,unknown,no,0
43,506,0,unknown,20,6.63,1,0,unknown,no,0
47,1694,0,unknown,20,9.33,3,0,unknown,yes,0
55,16,0,unknown,20,1.07,1,0,unknown,no,0
42,-9,0,unknown,20,4.13,1,0,unknown,no,0
39,80,0,unknown,20,2.07,2,0,unknown,no,0
51,495,1,unknown,20,2.57,8,0,unknown,no,495
57,-92,1,unknown,20,26.95,1,0,unknown,yes,-92
39,-251,0,unknown,20,7.02,6,0,unknown,no,0
60,1393,0,unknown,20,9.85,6,0,unknown,no,0
47,1121,0,unknown,20,7.57,6,0,unknown,no,0
57,5,0,unknown,20,2.75,2,0,unknown,no,0
37,1549,1,unknown,20,2.68,7,0,unknown,no,1549
40,0,0,unknown,20,10.3,4,0,unknown,no,0
38,293,0,unknown,20,1.17,2,0,unknown,no,0
41,2067,1,unknown,20,2,4,0,unknown,no,2067
36,207,0,unknown,20,24.63,5,0,unknown,no,0
47,33,1,unknown,20,0.23,25,0,unknown,no,33
56,475,1,unknown,20,1.83,4,0,unknown,no,475
46,101,1,unknown,20,0.67,4,0,unknown,no,101
40,188,1,unknown,20,9.5,2,0,unknown,yes,188
36,0,0,unknown,20,8.65,2,0,unknown,no,0
44,251,0,unknown,20,0.23,6,0,unknown,no,0
59,544,0,unknown,20,1.12,2,0,unknown,no,0
54,515,0,unknown,20,13.75,2,0,unknown,no,0
41,-319,0,unknown,20,4.38,3,0,unknown,no,0
38,2885,1,unknown,20,23.7,10,0,unknown,yes,2885
45,186,0,unknown,20,9.23,2,0,unknown,no,0
34,490,1,unknown,20,0.92,12,0,unknown,no,490
39,4168,1,unknown,20,2.87,3,0,unknown,no,4168
37,142,0,unknown,20,9.22,2,0,unknown,no,0
38,9669,0,unknown,20,0.25,3,0,unknown,no,0
56,954,0,unknown,20,1.35,10,0,unknown,no,0
39,127,0,unknown,20,2.5,2,0,unknown,no,0
44,2237,1,unknown,20,2.08,2,0,unknown,no,2237
38,3419,1,unknown,20,5.4,5,0,unknown,no,3419
47,-57,0,unknown,20,1.55,2,0,unknown,no,0
36,0,1,unknown,20,2.6,7,0,unknown,no,0
32,2326,1,unknown,20,1.03,3,0,unknown,no,2326
55,2074,0,unknown,20,0.32,4,0,unknown,no,0
42,396,0,unknown,20,0.78,2,0,unknown,no,0
49,2,1,unknown,20,0.27,20,0,unknown,no,2
52,-107,1,unknown,20,2.23,2,0,unknown,no,-107
31,1361,1,unknown,20,2.93,4,0,unknown,no,1361
48,10724,0,unknown,20,3.97,3,0,unknown,no,0
50,2812,1,unknown,20,0.28,37,0,unknown,no,2812
43,177,0,unknown,20,0.15,18,0,unknown,no,0
30,685,1,unknown,20,0.42,3,0,unknown,no,685
45,904,1,unknown,20,0.23,9,0,unknown,no,904
42,161,1,unknown,20,6.08,3,0,unknown,no,161
39,12,0,unknown,20,3.5,2,0,unknown,no,0
43,377,0,unknown,20,0.18,5,0,unknown,no,0
37,0,0,unknown,20,0.2,14,0,unknown,no,0
36,1313,1,unknown,20,0.13,10,0,unknown,no,1313
37,3728,0,unknown,20,0.92,4,0,unknown,no,0
36,79,0,unknown,20,0.15,3,0,unknown,no,0
59,0,0,unknown,20,0.22,5,0,unknown,no,0
35,273,0,unknown,20,0.47,4,0,unknown,no,0
54,1241,0,unknown,20,0.28,5,0,unknown,no,0
54,1323,0,unknown,20,0.78,4,0,unknown,no,0
37,3876,0,unknown,20,0.13,12,0,unknown,no,0
56,3643,0,unknown,20,0.18,3,0,unknown,no,0
45,1557,0,unknown,20,2.63,5,0,unknown,no,0
58,741,0,unknown,20,1.35,2,0,unknown,no,0
39,3832,1,unknown,20,0.23,13,0,unknown,no,3832
38,155,1,unknown,20,0.42,26,0,unknown,no,155
45,5163,0,unknown,20,0.15,2,0,unknown,no,0
42,494,0,unknown,20,2.57,2,0,unknown,no,0
37,1779,1,unknown,20,0.57,3,0,unknown,no,1779
39,1654,0,unknown,20,4.4,6,0,unknown,no,0
46,12186,0,unknown,20,0.48,3,0,unknown,no,0
52,2206,1,unknown,20,0.33,18,0,unknown,no,2206
42,0,0,unknown,20,1.42,2,0,unknown,no,0
39,0,0,unknown,20,0.22,11,0,unknown,no,0
47,505,0,unknown,20,2.53,3,0,unknown,no,0
24,126,1,unknown,20,0.17,58,0,unknown,no,126
52,911,0,unknown,20,0.48,2,0,unknown,no,0
38,1113,0,unknown,20,0.57,4,0,unknown,no,0
34,0,1,unknown,20,0.57,29,0,unknown,no,0
29,-498,1,unknown,20,0.28,14,0,unknown,no,-498
49,3394,1,unknown,20,0.23,22,0,unknown,no,3394
37,3075,0,unknown,20,0.48,3,0,unknown,no,0
53,6859,1,unknown,20,0.53,27,0,unknown,no,6859
56,0,0,unknown,20,2.23,10,0,unknown,no,0
47,2820,0,unknown,20,1.53,3,0,unknown,no,0
48,0,0,unknown,20,0.43,3,0,unknown,no,0
33,13494,1,unknown,20,0.45,25,0,unknown,no,13494
40,258,0,unknown,20,0.23,13,0,unknown,no,0
47,44,0,unknown,20,0.25,3,0,unknown,no,0
38,530,0,unknown,20,0.28,6,0,unknown,no,0
44,1286,1,unknown,20,4.47,3,0,unknown,no,1286
38,258,0,unknown,20,9.78,2,0,unknown,no,0
42,4800,0,unknown,20,0.17,11,0,unknown,no,0
46,974,1,unknown,20,10.87,3,0,unknown,no,974
31,813,1,unknown,20,0.27,18,0,unknown,no,813
36,760,0,unknown,20,0.15,13,0,unknown,no,0
51,-265,1,unknown,20,7.25,4,0,unknown,no,-265
41,1498,0,unknown,20,0.17,2,0,unknown,no,0
51,325,1,unknown,20,2.05,4,0,unknown,no,325
35,118,0,unknown,20,0.2,4,0,unknown,no,0
50,1088,1,unknown,20,2.98,21,0,unknown,no,1088
53,77,0,unknown,20,0.22,3,0,unknown,no,0
55,11,0,unknown,20,0.23,2,0,unknown,no,0
48,71,0,unknown,20,8.73,4,0,unknown,no,0
57,1168,0,unknown,20,1.23,5,0,unknown,no,0
48,2677,0,unknown,20,0.38,3,0,unknown,no,0
41,0,0,unknown,20,14.17,3,0,unknown,no,0
42,-56,1,unknown,20,2.1,14,0,unknown,no,-56
24,39,1,unknown,20,0.25,3,0,unknown,no,39
52,649,1,unknown,20,0.12,20,0,unknown,no,649
53,-214,1,unknown,20,0.82,4,0,unknown,no,-214
47,2515,0,unknown,20,0.67,3,0,unknown,no,0
36,853,0,unknown,20,0.25,12,0,unknown,no,0
53,57,1,unknown,20,0.07,20,0,unknown,no,57
37,1483,0,unknown,20,0.53,9,0,unknown,no,0
60,2166,0,unknown,20,0.13,9,0,unknown,no,0
51,1550,0,unknown,20,0.2,5,0,unknown,no,0
47,12276,0,unknown,20,1.28,5,0,unknown,no,0
47,3556,1,unknown,20,2.17,4,0,unknown,no,3556
52,64,0,unknown,20,0.15,5,0,unknown,no,0
36,1573,1,unknown,20,0.28,10,0,unknown,no,1573
52,280,0,unknown,20,0.13,12,0,unknown,no,0
38,-522,1,unknown,20,0.3,22,0,unknown,no,-522
51,3984,0,unknown,20,0.12,12,0,unknown,no,0
48,1876,1,unknown,20,0.18,3,0,unknown,no,1876
37,146,1,unknown,20,0.27,8,0,unknown,no,146
43,-312,1,unknown,20,0.43,11,0,unknown,no,-312
56,0,0,unknown,20,0.65,8,0,unknown,no,0
42,1430,1,unknown,20,0.27,3,0,unknown,no,1430
52,-297,1,unknown,20,0.18,21,0,unknown,no,-297
43,819,0,unknown,20,4.75,4,0,unknown,no,0
37,5052,1,unknown,20,0.62,3,0,unknown,no,5052
43,-59,1,unknown,20,3.42,5,0,unknown,no,-59
36,976,0,unknown,20,6.8,5,0,unknown,no,0
33,0,1,unknown,20,0.45,16,0,unknown,no,0
29,142,1,unknown,20,5.2,2,0,unknown,no,142
38,6209,0,unknown,20,0.77,10,0,unknown,no,0
42,3253,0,unknown,20,0.3,7,0,unknown,no,0
46,0,0,unknown,20,17.05,3,0,unknown,yes,0
40,-283,0,unknown,20,4.22,2,0,unknown,no,0
41,188,1,unknown,20,0.17,14,0,unknown,no,188
43,985,1,unknown,20,0.85,19,0,unknown,no,985
37,344,0,unknown,20,6.78,2,0,unknown,no,0
45,3854,1,unknown,20,0.17,3,0,unknown,no,3854
52,0,0,unknown,20,0.15,2,0,unknown,no,0
44,456,0,unknown,20,1.83,3,0,unknown,no,0
49,947,0,unknown,20,13.47,2,0,unknown,yes,0
38,6999,0,unknown,20,0.18,2,0,unknown,no,0
38,-627,1,unknown,20,2.93,4,0,unknown,no,-627
46,3390,0,unknown,20,2.53,3,0,unknown,no,0
51,4655,0,unknown,20,0.73,4,0,unknown,no,0
45,625,0,unknown,20,0.22,3,0,unknown,no,0
41,15,0,unknown,20,0.22,5,0,unknown,no,0
46,5464,0,unknown,20,1.32,4,0,unknown,no,0
52,3421,0,unknown,20,3.53,8,0,unknown,no,0
57,1592,0,unknown,20,1.3,4,0,unknown,no,0
50,213,1,unknown,20,1.45,2,0,unknown,no,213
43,740,1,unknown,20,9.75,2,0,unknown,yes,740
43,-41,0,unknown,20,0.13,3,0,unknown,no,0
42,671,1,unknown,20,0.17,29,0,unknown,no,671
55,1539,0,unknown,20,1.08,2,0,unknown,no,0
47,1855,0,unknown,20,2.15,3,0,unknown,no,0
55,241,1,unknown,20,0.23,6,0,unknown,no,241
38,1409,1,unknown,20,0.15,14,0,unknown,no,1409
55,4777,0,unknown,20,0.2,3,0,unknown,no,0
53,4601,1,unknown,20,1.67,4,0,unknown,no,4601
56,9246,0,unknown,20,2.38,3,0,unknown,no,0
31,1016,1,unknown,20,0.15,5,0,unknown,no,1016
31,356,1,unknown,20,3.8,5,0,unknown,no,356
39,9716,0,unknown,20,1.43,2,0,unknown,no,0
45,655,0,unknown,20,11.55,3,0,unknown,yes,0
35,2672,0,unknown,20,0.13,10,0,unknown,no,0
36,1132,1,unknown,20,4.3,2,0,unknown,no,1132
39,6512,0,unknown,20,0.27,6,0,unknown,no,0
52,765,1,unknown,20,0.45,3,0,unknown,no,765
39,3,0,unknown,20,0.2,14,0,unknown,no,0
39,378,0,unknown,20,0.28,5,0,unknown,no,0
50,537,1,unknown,20,0.18,15,0,unknown,no,537
38,2685,0,unknown,20,0.37,12,0,unknown,no,0
60,651,0,unknown,20,2.58,2,0,unknown,no,0
59,2814,0,unknown,20,1.35,3,0,unknown,no,0
39,2765,1,unknown,20,1.93,3,0,unknown,no,2765
36,449,1,unknown,20,2.27,3,0,unknown,no,449
57,316,0,unknown,20,0.13,7,0,unknown,no,0
40,142,0,unknown,20,0.23,3,0,unknown,no,0
39,1062,1,unknown,20,0.17,4,0,unknown,no,1062
41,1588,1,unknown,20,0.17,8,0,unknown,no,1588
27,553,1,unknown,20,2.62,3,0,unknown,no,553
46,7318,0,unknown,20,0.18,5,0,unknown,no,0
55,166,0,unknown,20,1.4,4,0,unknown,no,0
36,563,0,unknown,20,0.17,4,0,unknown,no,0
43,-879,1,unknown,20,3.32,4,0,unknown,no,-879
54,3233,0,unknown,20,0.28,3,0,unknown,no,0
43,0,0,unknown,20,13.4,12,0,unknown,no,0
60,3895,0,unknown,20,0.47,8,0,unknown,no,0
58,0,0,unknown,20,4.02,3,0,unknown,no,0
51,1069,0,unknown,20,0.45,7,0,unknown,no,0
57,8403,0,unknown,20,0.18,11,0,unknown,no,0
42,1601,0,unknown,20,0.38,2,0,unknown,no,0
51,604,0,unknown,20,0.72,2,0,unknown,no,0
55,1276,0,unknown,20,0.13,12,0,unknown,no,0
34,455,1,unknown,20,6.2,3,0,unknown,no,455
36,129,1,unknown,20,3.33,7,0,unknown,no,129
56,277,0,unknown,20,0.15,13,0,unknown,no,0
